Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC100577430,1036.2929869255595,-1.3487609366990496,0.22753573481964134,-5.927688403617829,3.072287657120957e-09,1.2054120622714076e-05
LOC100577849,60.66815882463488,-1.2744585916354911,0.3052189058612538,-4.175555862240177,2.972592933581219e-05,0.00933037469992473
LOC100577717,291.4124149969771,1.0538715252002049,0.25424445434750415,4.145111160457256,3.3964890222062694e-05,0.010250865137404844
LOC409801,1611.7313458407662,-3.0979844226184485,0.7648398879264964,-4.050500596951312,5.1108179247299586e-05,0.01179546713392823
LOC413106,28.008178345562225,2.8456665116911686,0.726351814583512,3.9177523268429715,8.93784681716851e-05,0.01669887713674317
LOC100578121,1557.8283072883935,-1.3482566764178043,0.35123043445815405,-3.8386669950676984,0.00012370406746784355,0.01981032280449323
LOC100577527,332.08765597042515,1.140269308430338,0.32238688282219224,3.5369593776532056,0.0004047619167209491,0.04411342722929566
